lat,lon,ts,timestamp_local,slp,wind_spd,wind_dir,temp,rh,dewpt,clouds,precip,solar_rad,uv,ET0_KC
-22.2499,-45.7198,1104544800,2005-01-01T00:00:00,1015,0.8,138,22.6,73,17.5,46,0.0,0,0.0,0.48
-22.2499,-45.7198,1104548400,2005-01-01T01:00:00,1015,0.8,136,21.5,79,17.7,13,0.0,0,0.0,0.44
-22.2499,-45.7198,1104552000,2005-01-01T02:00:00,1015,0.4,132,20.7,81,17.3,8,0.0,0,0.0,0.41
-22.2499,-45.7198,1104555600,2005-01-01T03:00:00,1014,0.4,70,20.4,81,17.0,14,0.0,0,0.0,0.4
-22.2499,-45.7198,1104559200,2005-01-01T04:00:00,1014,0.4,26,20.0,81,16.6,15,0.0,0,0.0,0.39
-22.2499,-45.7198,1104562800,2005-01-01T05:00:00,1014,0.0,48,20.4,79,16.6,16,0.0,0,0.0,0.4
-22.2499,-45.7198,1104566400,2005-01-01T06:00:00,1014,0.4,130,21.1,76,16.7,42,0.0,0,0.0,0.42
-22.2499,-45.7198,1104570000,2005-01-01T07:00:00,1015,0.4,150,20.4,79,16.6,72,0.0,61,1.0,0.4
-22.2499,-45.7198,1104573600,2005-01-01T08:00:00,1016,0.4,154,23.7,66,17.0,75,0.0,201,1.3,0.49
-22.2499,-45.7198,1104577200,2005-01-01T09:00:00,1016,0.0,92,24.4,66,17.6,34,0.0,532,3.2,0.47
-22.2499,-45.7198,1104580800,2005-01-01T10:00:00,1016,0.0,74,25.2,65,18.2,19,0.0,753,5.8,0.49
-22.2499,-45.7198,1104584400,2005-01-01T11:00:00,1015,0.4,92,25.9,64,18.6,31,0.0,906,7.5,0.55
-22.2499,-45.7198,1104588000,2005-01-01T12:00:00,1015,0.4,70,26.7,61,18.6,25,0.0,1024,9.8,0.58
-22.2499,-45.7198,1104591600,2005-01-01T13:00:00,1014,0.0,182,28.9,55,18.9,30,0.0,1056,10.2,0.57
-22.2499,-45.7198,1104595200,2005-01-01T14:00:00,1014,0.4,208,29.3,54,19.0,30,0.0,1026,9.6,0.66
-22.2499,-45.7198,1104598800,2005-01-01T15:00:00,1013,1.2,192,29.6,53,19.0,32,0.0,925,7.8,0.86
-22.2499,-45.7198,1104602400,2005-01-01T16:00:00,1012,1.6,176,29.3,54,19.0,32,0.0,769,5.6,0.94
-22.2499,-45.7198,1104606000,2005-01-01T17:00:00,1012,2.4,150,27.4,54,17.3,50,0.0,530,3.0,1.06
-22.2499,-45.7198,1104609600,2005-01-01T18:00:00,1012,2.4,146,25.6,58,16.7,40,0.0,336,2.0,0.92
-22.2499,-45.7198,1104613200,2005-01-01T19:00:00,1012,2.0,144,25.2,68,18.9,26,0.0,120,1.7,0.71
-22.2499,-45.7198,1104616800,2005-01-01T20:00:00,1013,1.2,106,23.7,71,18.1,31,0.0,0,0.0,0.55
-22.2499,-45.7198,1104620400,2005-01-01T21:00:00,1014,1.6,116,23.3,69,17.3,53,0.0,0,0.0,0.59
-22.2499,-45.7198,1104624000,2005-01-01T22:00:00,1015,1.6,108,22.6,71,17.1,84,0.0,0,0.0,0.56
-22.2499,-45.7198,1104627600,2005-01-01T23:00:00,1016,1.6,88,21.9,74,17.1,89,0.0,0,0.0,0.52
-22.2499,-45.7198,1104631200,2005-01-02T00:00:00,1016,1.6,58,21.1,78,17.1,90,0.0,0,0.0,0.47
-22.2499,-45.7198,1104634800,2005-01-02T01:00:00,1017,1.6,40,21.1,81,17.7,71,0.0,0,0.0,0.45
-22.2499,-45.7198,1104638400,2005-01-02T02:00:00,1017,1.6,36,20.7,83,17.7,29,0.0,0,0.0,0.43
-22.2499,-45.7198,1104642000,2005-01-02T03:00:00,1016,1.2,50,19.6,87,17.4,1,0.0,0,0.0,0.37
-22.2499,-45.7198,1104645600,2005-01-02T04:00:00,1016,0.8,78,19.3,87,17.1,20,0.0,0,0.0,0.37
-22.2499,-45.7198,1104649200,2005-01-02T05:00:00,1016,1.2,110,18.9,89,17.0,5,0.0,0,0.0,0.35
-22.2499,-45.7198,1104652800,2005-01-02T06:00:00,1016,1.2,98,18.5,91,17.0,0,0.0,0,0.0,0.34
-22.2499,-45.7198,1104656400,2005-01-02T07:00:00,1016,1.2,92,18.1,93,17.0,4,0.0,87,2.0,0.32
-22.2499,-45.7198,1104660000,2005-01-02T08:00:00,1017,1.6,50,22.2,74,17.3,5,0.0,310,2.5,0.52
-22.2499,-45.7198,1104663600,2005-01-02T09:00:00,1018,2.4,48,22.6,71,17.1,43,0.0,514,2.9,0.64
-22.2499,-45.7198,1104667200,2005-01-02T10:00:00,1018,2.8,46,23.0,71,17.5,62,0.0,615,3.8,0.7
-22.2499,-45.7198,1104670800,2005-01-02T11:00:00,1017,2.8,38,23.3,69,17.3,57,0.0,796,5.8,0.74
-22.2499,-45.7198,1104674400,2005-01-02T12:00:00,1017,2.4,22,24.1,66,17.4,28,0.0,1023,9.6,0.75
-22.2499,-45.7198,1104678000,2005-01-02T13:00:00,1017,2.8,10,25.9,55,16.2,31,0.0,1063,10.1,1.06
-22.2499,-45.7198,1104681600,2005-01-02T14:00:00,1016,2.8,4,26.3,57,17.1,43,0.0,993,8.5,1.05
-22.2499,-45.7198,1104685200,2005-01-02T15:00:00,1016,2.4,352,27.4,54,17.3,27,0.0,939,8.1,1.06
-22.2499,-45.7198,1104688800,2005-01-02T16:00:00,1015,1.2,336,26.7,54,16.6,56,0.0,688,4.4,0.74
-22.2499,-45.7198,1104692400,2005-01-02T17:00:00,1014,0.8,90,26.7,49,15.1,27,0.0,581,3.7,0.68
-22.2499,-45.7198,1104696000,2005-01-02T18:00:00,1013,2.0,114,25.6,54,15.6,18,0.0,352,2.4,0.88
-22.2499,-45.7198,1104699600,2005-01-02T19:00:00,1014,1.6,72,23.7,65,16.7,39,0.5,118,1.5,0.63
-22.2499,-45.7198,1104703200,2005-01-02T20:00:00,1015,2.0,50,21.9,74,17.1,22,0.0,0,0.0,0.55
-22.2499,-45.7198,1104706800,2005-01-02T21:00:00,1016,2.4,34,21.1,78,17.1,20,0.0,0,0.0,0.52
-22.2499,-45.7198,1104710400,2005-01-02T22:00:00,1017,2.8,22,20.4,81,17.0,81,0.0,0,0.0,0.49
-22.2499,-45.7198,1104714000,2005-01-02T23:00:00,1018,1.2,354,20.0,83,17.0,91,0.0,0,0.0,0.4
-22.2499,-45.7198,1104717600,2005-01-03T00:00:00,1018,0.0,328,20.4,81,17.0,73,0.0,0,0.0,0.4
-22.2499,-45.7198,1104721200,2005-01-03T01:00:00,1018,1.2,88,18.5,93,17.3,44,0.0,0,0.0,0.33
-22.2499,-45.7198,1104724800,2005-01-03T02:00:00,1017,1.6,90,18.1,93,17.0,36,0.0,0,0.0,0.31
-22.2499,-45.7198,1104728400,2005-01-03T03:00:00,1016,1.6,84,18.1,93,17.0,30,0.0,0,0.0,0.31
-22.2499,-45.7198,1104732000,2005-01-03T04:00:00,1016,1.6,84,17.8,93,16.7,24,0.0,0,0.0,0.31
-22.2499,-45.7198,1104735600,2005-01-03T05:00:00,1016,1.6,74,17.8,93,16.7,22,0.0,0,0.0,0.31
-22.2499,-45.7198,1104739200,2005-01-03T06:00:00,1016,1.6,62,18.5,93,17.3,38,0.0,0,0.0,0.32
-22.2499,-45.7198,1104742800,2005-01-03T07:00:00,1017,2.4,50,18.5,91,17.0,80,0.0,47,0.9,0.33
-22.2499,-45.7198,1104746400,2005-01-03T08:00:00,1018,4.0,48,20.0,79,16.2,99,0.0,106,0.8,0.58
-22.2499,-45.7198,1104750000,2005-01-03T09:00:00,1018,3.6,40,20.7,79,16.9,100,0.0,128,1.3,0.57
-22.2499,-45.7198,1104753600,2005-01-03T10:00:00,1018,3.6,30,21.1,78,17.1,100,0.0,154,2.1,0.6
-22.2499,-45.7198,1104757200,2005-01-03T11:00:00,1018,3.6,24,21.5,78,17.5,100,0.0,172,2.9,0.62
-22.2499,-45.7198,1104760800,2005-01-03T12:00:00,1018,3.2,16,22.6,74,17.7,100,0.0,182,3.7,0.68
-22.2499,-45.7198,1104764400,2005-01-03T13:00:00,1017,3.2,14,24.8,62,17.0,94,0.0,254,4.5,0.98
-22.2499,-45.7198,1104768000,2005-01-03T14:00:00,1016,2.8,20,25.6,59,17.0,90,0.0,358,4.6,0.99
-22.2499,-45.7198,1104771600,2005-01-03T15:00:00,1015,2.8,22,26.3,54,16.3,83,0.0,477,4.3,1.1
-22.2499,-45.7198,1104775200,2005-01-03T16:00:00,1014,2.4,26,27.4,48,15.4,41,0.0,760,5.1,1.14
-22.2499,-45.7198,1104778800,2005-01-03T17:00:00,1013,1.6,26,27.4,50,16.1,89,0.0,216,1.8,0.9
-22.2499,-45.7198,1104782400,2005-01-03T18:00:00,1012,2.0,36,26.7,49,15.1,98,0.0,126,0.9,0.98
-22.2499,-45.7198,1104786000,2005-01-03T19:00:00,1013,2.4,20,24.1,65,17.1,100,0.0,59,0.7,0.76
-22.2499,-45.7198,1104789600,2005-01-03T20:00:00,1014,1.6,8,21.5,78,17.5,100,0.0,0,0.0,0.48
-22.2499,-45.7198,1104793200,2005-01-03T21:00:00,1015,0.8,22,21.1,79,17.3,100,0.0,0,0.0,0.43
-22.2499,-45.7198,1104796800,2005-01-03T22:00:00,1016,1.6,68,20.7,79,16.9,100,1.0,0,0.0,0.45
-22.2499,-45.7198,1104800400,2005-01-03T23:00:00,1016,2.4,70,20.0,83,17.0,99,0.5,0,0.0,0.44
-22.2499,-45.7198,1104804000,2005-01-04T00:00:00,1016,2.0,52,19.6,83,16.6,99,0.0,0,0.0,0.41
-22.2499,-45.7198,1104807600,2005-01-04T01:00:00,1016,1.2,44,18.9,89,17.0,100,0.0,0,0.0,0.35
-22.2499,-45.7198,1104811200,2005-01-04T02:00:00,1015,1.6,32,18.5,91,17.0,100,0.5,0,0.0,0.33
-22.2499,-45.7198,1104814800,2005-01-04T03:00:00,1015,1.6,36,18.1,93,17.0,100,0.5,0,0.0,0.31
-22.2499,-45.7198,1104818400,2005-01-04T04:00:00,1015,2.0,44,18.1,93,17.0,100,0.0,0,0.0,0.31
-22.2499,-45.7198,1104822000,2005-01-04T05:00:00,1014,2.0,56,18.1,93,17.0,100,0.5,0,0.0,0.31
-22.2499,-45.7198,1104825600,2005-01-04T06:00:00,1015,1.6,64,18.5,93,17.3,100,0.5,0,0.0,0.32
-22.2499,-45.7198,1104829200,2005-01-04T07:00:00,1015,2.0,64,18.5,93,17.3,100,0.5,48,0.6,0.32
-22.2499,-45.7198,1104832800,2005-01-04T08:00:00,1016,2.8,58,18.9,89,17.0,99,0.5,104,0.8,0.36
-22.2499,-45.7198,1104836400,2005-01-04T09:00:00,1016,3.2,50,18.5,93,17.3,100,0.5,127,1.3,0.31
-22.2499,-45.7198,1104840000,2005-01-04T10:00:00,1016,3.2,48,18.5,93,17.3,100,0.5,153,2.0,0.31
-22.2499,-45.7198,1104843600,2005-01-04T11:00:00,1016,3.6,40,18.5,95,17.7,100,0.5,171,2.9,0.28
-22.2499,-45.7198,1104847200,2005-01-04T12:00:00,1015,2.8,40,18.5,95,17.7,100,0.5,182,3.7,0.29
-22.2499,-45.7198,1104850800,2005-01-04T13:00:00,1015,2.8,46,21.1,85,18.5,100,0.5,183,4.0,0.46
-22.2499,-45.7198,1104854400,2005-01-04T14:00:00,1014,2.8,42,22.6,80,19.0,100,0.5,179,3.8,0.57
-22.2499,-45.7198,1104858000,2005-01-04T15:00:00,1013,3.2,18,21.5,83,18.5,100,2.0,146,3.1,0.52
-22.2499,-45.7198,1104861600,2005-01-04T16:00:00,1012,2.8,0,21.1,85,18.5,100,2.0,131,2.2,0.46
-22.2499,-45.7198,1104865200,2005-01-04T17:00:00,1012,2.4,6,20.7,87,18.5,100,2.0,111,1.4,0.42
-22.2499,-45.7198,1104868800,2005-01-04T18:00:00,1012,1.6,56,20.7,87,18.5,99,1.0,111,0.9,0.4
-22.2499,-45.7198,1104872400,2005-01-04T19:00:00,1012,1.6,84,21.1,89,19.2,100,0.5,58,0.7,0.4
-22.2499,-45.7198,1104876000,2005-01-04T20:00:00,1012,1.2,78,19.6,98,19.3,100,1.5,0,0.0,0.33
-22.2499,-45.7198,1104879600,2005-01-04T21:00:00,1013,1.6,66,19.6,98,19.3,100,1.0,0,0.0,0.31
-22.2499,-45.7198,1104883200,2005-01-04T22:00:00,1013,2.0,64,19.6,95,18.8,100,1.5,0,0.0,0.32
-22.2499,-45.7198,1104886800,2005-01-04T23:00:00,1014,2.4,48,19.6,95,18.8,100,2.0,0,0.0,0.31
-22.2499,-45.7198,1104890400,2005-01-05T00:00:00,1013,2.8,40,19.6,93,18.4,100,2.0,0,0.0,0.33
-22.2499,-45.7198,1104894000,2005-01-05T01:00:00,1013,2.4,42,19.6,93,18.4,100,3.5,0,0.0,0.33
-22.2499,-45.7198,1104897600,2005-01-05T02:00:00,1012,2.4,48,19.6,95,18.8,100,3.0,0,0.0,0.31
-22.2499,-45.7198,1104901200,2005-01-05T03:00:00,1012,2.0,34,19.3,100,19.3,100,3.0,0,0.0,0.28
-22.2499,-45.7198,1104904800,2005-01-05T04:00:00,1012,2.4,20,18.9,100,18.9,100,3.5,0,0.0,0.26
-22.2499,-45.7198,1104908400,2005-01-05T05:00:00,1012,2.8,16,18.9,100,18.9,100,3.5,0,0.0,0.24
-22.2499,-45.7198,1104912000,2005-01-05T06:00:00,1012,3.6,14,19.3,98,19.0,100,2.0,0,0.0,0.25
-22.2499,-45.7198,1104915600,2005-01-05T07:00:00,1013,4.0,10,18.9,100,18.9,100,1.0,47,0.6,0.21
-22.2499,-45.7198,1104919200,2005-01-05T08:00:00,1013,4.0,8,19.6,93,18.4,100,0.5,92,0.8,0.34
-22.2499,-45.7198,1104922800,2005-01-05T09:00:00,1014,4.0,12,19.3,95,18.5,100,0.5,125,1.3,0.3
-22.2499,-45.7198,1104926400,2005-01-05T10:00:00,1014,4.4,8,19.6,93,18.4,99,1.0,174,2.1,0.34
-22.2499,-45.7198,1104930000,2005-01-05T11:00:00,1014,4.4,6,19.3,95,18.5,100,1.0,167,2.9,0.3
-22.2499,-45.7198,1104933600,2005-01-05T12:00:00,1013,4.4,8,20.4,91,18.9,100,0.5,178,3.7,0.39
-22.2499,-45.7198,1104937200,2005-01-05T13:00:00,1013,4.0,14,22.2,87,19.9,99,1.0,212,4.1,0.5
-22.2499,-45.7198,1104940800,2005-01-05T14:00:00,1013,4.0,8,22.6,87,20.3,100,1.0,174,3.8,0.52
-22.2499,-45.7198,1104944400,2005-01-05T15:00:00,1012,4.0,354,23.7,83,20.6,100,1.5,145,3.1,0.63
-22.2499,-45.7198,1104948000,2005-01-05T16:00:00,1012,3.6,12,22.2,87,19.9,100,2.0,128,2.2,0.49
-22.2499,-45.7198,1104951600,2005-01-05T17:00:00,1011,3.2,18,21.9,89,20.0,99,0.5,147,1.4,0.44
-22.2499,-45.7198,1104955200,2005-01-05T18:00:00,1011,2.4,12,21.9,89,20.0,99,1.0,110,0.9,0.42
-22.2499,-45.7198,1104958800,2005-01-05T19:00:00,1011,2.0,12,22.2,89,20.3,99,1.0,62,0.7,0.43
-22.2499,-45.7198,1104962400,2005-01-05T20:00:00,1012,0.8,36,20.7,93,19.5,100,1.0,0,0.0,0.38
-22.2499,-45.7198,1104966000,2005-01-05T21:00:00,1013,1.2,60,21.1,91,19.6,100,0.5,0,0.0,0.39
-22.2499,-45.7198,1104969600,2005-01-05T22:00:00,1014,1.6,42,21.1,91,19.6,100,1.0,0,0.0,0.38
-22.2499,-45.7198,1104973200,2005-01-05T23:00:00,1014,1.6,32,21.1,91,19.6,100,2.0,0,0.0,0.38
-22.2499,-45.7198,1104976800,2005-01-06T00:00:00,1015,2.0,26,20.7,91,19.2,100,2.5,0,0.0,0.37
-22.2499,-45.7198,1104980400,2005-01-06T01:00:00,1014,2.0,34,20.7,91,19.2,100,2.5,0,0.0,0.37
-22.2499,-45.7198,1104984000,2005-01-06T02:00:00,1014,2.0,42,20.4,93,19.2,100,2.0,0,0.0,0.35
-22.2499,-45.7198,1104987600,2005-01-06T03:00:00,1013,2.0,44,20.4,93,19.2,98,2.0,0,0.0,0.35
-22.2499,-45.7198,1104991200,2005-01-06T04:00:00,1013,2.0,38,20.7,89,18.8,99,1.0,0,0.0,0.39
-22.2499,-45.7198,1104994800,2005-01-06T05:00:00,1013,2.4,36,20.7,91,19.2,98,0.0,0,0.0,0.37
-22.2499,-45.7198,1104998400,2005-01-06T06:00:00,1013,2.4,34,20.4,93,19.2,99,0.0,0,0.0,0.35
-22.2499,-45.7198,1105002000,2005-01-06T07:00:00,1014,2.4,34,20.4,91,18.9,100,0.0,46,0.6,0.37
-22.2499,-45.7198,1105005600,2005-01-06T08:00:00,1014,2.0,32,21.5,83,18.5,100,0.0,92,0.8,0.46
-22.2499,-45.7198,1105009200,2005-01-06T09:00:00,1015,3.2,12,21.5,83,18.5,100,0.0,125,1.3,0.51
-22.2499,-45.7198,1105012800,2005-01-06T10:00:00,1015,3.6,360,21.5,85,18.9,98,0.0,196,2.1,0.5
-22.2499,-45.7198,1105016400,2005-01-06T11:00:00,1015,3.6,358,22.2,85,19.6,97,0.0,130,3.1,0.52
-22.2499,-45.7198,1105020000,2005-01-06T12:00:00,1014,3.6,358,23.0,85,20.3,91,0.0,314,4.4,0.55
-22.2499,-45.7198,1105023600,2005-01-06T13:00:00,1014,3.6,2,24.4,82,21.1,94,0.0,239,4.5,0.65
-22.2499,-45.7198,1105027200,2005-01-06T14:00:00,1013,4.0,6,23.7,80,20.0,95,1.0,207,4.2,0.69
-22.2499,-45.7198,1105030800,2005-01-06T15:00:00,1013,3.2,354,22.6,85,19.9,99,2.5,165,3.2,0.52
-22.2499,-45.7198,1105034400,2005-01-06T16:00:00,1014,0.8,62,22.6,89,20.7,100,0.5,149,2.2,0.43
-22.2499,-45.7198,1105038000,2005-01-06T17:00:00,1012,1.6,84,23.7,83,20.6,99,2.0,125,1.5,0.5
-22.2499,-45.7198,1105041600,2005-01-06T18:00:00,1013,0.8,30,23.3,83,20.2,100,1.5,86,0.9,0.47
-22.2499,-45.7198,1105045200,2005-01-06T19:00:00,1013,1.2,16,22.6,85,19.9,100,1.0,59,0.7,0.45
-22.2499,-45.7198,1105048800,2005-01-06T20:00:00,1013,1.2,60,20.7,96,20.0,98,0.5,0,0.0,0.36
-22.2499,-45.7198,1105052400,2005-01-06T21:00:00,1014,1.6,68,20.7,96,20.0,98,0.0,0,0.0,0.34
-22.2499,-45.7198,1105056000,2005-01-06T22:00:00,1015,1.6,78,20.7,93,19.5,95,0.0,0,0.0,0.36
-22.2499,-45.7198,1105059600,2005-01-06T23:00:00,1015,1.6,90,20.4,93,19.2,98,0.0,0,0.0,0.35
-22.2499,-45.7198,1105063200,2005-01-07T00:00:00,1016,1.2,92,20.4,93,19.2,99,0.0,0,0.0,0.36
-22.2499,-45.7198,1105066800,2005-01-07T01:00:00,1015,1.2,98,20.7,91,19.2,100,0.0,0,0.0,0.38
-22.2499,-45.7198,1105070400,2005-01-07T02:00:00,1015,1.2,102,20.4,93,19.2,99,0.0,0,0.0,0.36
-22.2499,-45.7198,1105074000,2005-01-07T03:00:00,1014,0.8,106,20.4,93,19.2,95,0.0,0,0.0,0.37
-22.2499,-45.7198,1105077600,2005-01-07T04:00:00,1014,0.8,106,20.4,93,19.2,94,0.0,0,0.0,0.37
-22.2499,-45.7198,1105081200,2005-01-07T05:00:00,1014,0.8,108,20.7,93,19.5,93,0.0,0,0.0,0.38
-22.2499,-45.7198,1105084800,2005-01-07T06:00:00,1015,0.8,100,21.1,96,20.4,94,0.0,0,0.0,0.38
-22.2499,-45.7198,1105088400,2005-01-07T07:00:00,1016,0.8,88,21.1,96,20.4,96,0.0,55,0.7,0.38
-22.2499,-45.7198,1105092000,2005-01-07T08:00:00,1016,0.8,54,21.5,85,18.9,97,0.0,119,0.8,0.42
-22.2499,-45.7198,1105095600,2005-01-07T09:00:00,1016,1.2,8,21.9,87,19.6,97,0.0,172,1.3,0.42
-22.2499,-45.7198,1105099200,2005-01-07T10:00:00,1016,1.2,340,23.0,85,20.3,90,0.0,246,2.5,0.46
-22.2499,-45.7198,1105102800,2005-01-07T11:00:00,1016,1.2,330,23.7,85,21.0,78,0.0,535,4.3,0.48
-22.2499,-45.7198,1105106400,2005-01-07T12:00:00,1016,0.8,312,23.7,82,20.4,66,0.0,785,6.4,0.48
-22.2499,-45.7198,1105110000,2005-01-07T13:00:00,1015,0.8,310,25.9,73,20.7,71,0.0,748,6.5,0.57
-22.2499,-45.7198,1105113600,2005-01-07T14:00:00,1014,0.8,316,25.9,70,20.0,56,0.0,904,7.5,0.58
-22.2499,-45.7198,1105117200,2005-01-07T15:00:00,1013,2.0,332,27.0,70,21.1,76,0.5,588,4.8,0.76
-22.2499,-45.7198,1105120800,2005-01-07T16:00:00,1014,1.6,300,25.9,71,20.2,96,2.5,119,2.4,0.66
-22.2499,-45.7198,1105124400,2005-01-07T17:00:00,1013,0.4,120,25.6,73,20.4,98,2.0,144,1.5,0.53
-22.2499,-45.7198,1105128000,2005-01-07T18:00:00,1013,0.8,130,24.8,76,20.3,95,0.0,153,1.0,0.53
-22.2499,-45.7198,1105131600,2005-01-07T19:00:00,1014,1.2,120,23.0,83,20.0,97,0.0,71,0.7,0.47
-22.2499,-45.7198,1105135200,2005-01-07T20:00:00,1014,1.2,94,21.9,87,19.6,94,0.0,0,0.0,0.42
-22.2499,-45.7198,1105138800,2005-01-07T21:00:00,1015,1.2,60,21.9,85,19.3,98,0.0,0,0.0,0.43
-22.2499,-45.7198,1105142400,2005-01-07T22:00:00,1016,1.2,6,21.5,87,19.2,99,0.0,0,0.0,0.41
-22.2499,-45.7198,1105146000,2005-01-07T23:00:00,1016,1.2,344,21.9,85,19.3,98,0.5,0,0.0,0.43
-22.2499,-45.7198,1105149600,2005-01-08T00:00:00,1016,0.4,338,20.7,89,18.8,100,1.0,0,0.0,0.4
-22.2499,-45.7198,1105153200,2005-01-08T01:00:00,1016,0.4,316,20.4,93,19.2,99,0.0,0,0.0,0.39
-22.2499,-45.7198,1105156800,2005-01-08T02:00:00,1015,1.2,0,20.4,93,19.2,99,0.0,0,0.0,0.36
-22.2499,-45.7198,1105160400,2005-01-08T03:00:00,1015,0.8,28,20.4,96,19.7,99,0.0,0,0.0,0.36
-22.2499,-45.7198,1105164000,2005-01-08T04:00:00,1014,0.8,126,19.6,95,18.8,100,0.0,0,0.0,0.35
-22.2499,-45.7198,1105167600,2005-01-08T05:00:00,1014,1.2,124,19.6,98,19.3,98,0.0,0,0.0,0.33
-22.2499,-45.7198,1105171200,2005-01-08T06:00:00,1014,0.8,106,20.0,96,19.3,98,0.0,0,0.0,0.36
-22.2499,-45.7198,1105174800,2005-01-08T07:00:00,1014,0.8,90,19.6,95,18.8,99,0.0,47,0.7,0.35
-22.2499,-45.7198,1105178400,2005-01-08T08:00:00,1015,0.4,116,21.1,87,18.9,98,0.0,109,0.8,0.41
-22.2499,-45.7198,1105182000,2005-01-08T09:00:00,1015,0.8,20,22.2,85,19.6,98,0.0,156,1.3,0.44
-22.2499,-45.7198,1105185600,2005-01-08T10:00:00,1015,1.2,338,23.3,83,20.2,92,0.0,208,2.4,0.48
-22.2499,-45.7198,1105189200,2005-01-08T11:00:00,1015,1.2,334,24.1,84,21.2,100,0.0,158,2.9,0.49
-22.2499,-45.7198,1105192800,2005-01-08T12:00:00,1014,1.6,332,24.4,82,21.1,54,0.5,899,7.4,0.53
-22.2499,-45.7198,1105196400,2005-01-08T13:00:00,1013,2.0,342,27.4,70,21.4,31,0.5,1044,10.1,0.78
-22.2499,-45.7198,1105200000,2005-01-08T14:00:00,1012,2.0,350,27.4,69,21.2,60,0.5,863,7.2,0.79
-22.2499,-45.7198,1105203600,2005-01-08T15:00:00,1012,0.8,336,25.6,71,19.9,90,1.0,316,3.8,0.57
-22.2499,-45.7198,1105207200,2005-01-08T16:00:00,1011,1.2,170,25.6,71,19.9,96,4.5,109,2.5,0.61
-22.2499,-45.7198,1105210800,2005-01-08T17:00:00,1010,1.6,192,25.6,71,19.9,95,1.0,117,1.6,0.65
-22.2499,-45.7198,1105214400,2005-01-08T18:00:00,1011,0.8,136,25.6,75,20.8,89,1.0,126,1.1,0.56
-22.2499,-45.7198,1105218000,2005-01-08T19:00:00,1011,1.2,68,23.3,83,20.2,73,1.0,86,1.0,0.48
-22.2499,-45.7198,1105221600,2005-01-08T20:00:00,1012,0.8,72,21.5,91,20.0,80,1.0,0,0.0,0.4
-22.2499,-45.7198,1105225200,2005-01-08T21:00:00,1012,1.2,76,20.7,93,19.5,79,1.5,0,0.0,0.37
-22.2499,-45.7198,1105228800,2005-01-08T22:00:00,1013,0.8,52,20.7,93,19.5,91,1.0,0,0.0,0.38
-22.2499,-45.7198,1105232400,2005-01-08T23:00:00,1014,0.8,22,20.7,93,19.5,100,2.0,0,0.0,0.38
-22.2499,-45.7198,1105236000,2005-01-09T00:00:00,1014,0.4,358,21.1,93,19.9,98,1.0,0,0.0,0.4
-22.2499,-45.7198,1105239600,2005-01-09T01:00:00,1014,0.8,32,21.1,93,19.9,100,0.5,0,0.0,0.39
-22.2499,-45.7198,1105243200,2005-01-09T02:00:00,1013,1.2,50,21.1,93,19.9,99,0.0,0,0.0,0.38
-22.2499,-45.7198,1105246800,2005-01-09T03:00:00,1013,1.6,46,21.1,91,19.6,100,0.0,0,0.0,0.38
-22.2499,-45.7198,1105250400,2005-01-09T04:00:00,1012,2.0,38,20.7,91,19.2,100,0.0,0,0.0,0.37
-22.2499,-45.7198,1105254000,2005-01-09T05:00:00,1012,2.0,42,20.0,91,18.5,98,0.0,0,0.0,0.36
-22.2499,-45.7198,1105257600,2005-01-09T06:00:00,1012,2.0,46,20.7,91,19.2,89,0.0,0,0.0,0.37
-22.2499,-45.7198,1105261200,2005-01-09T07:00:00,1013,2.0,36,20.7,91,19.2,73,0.0,49,1.0,0.37
-22.2499,-45.7198,1105264800,2005-01-09T08:00:00,1014,2.4,18,21.9,83,18.9,99,0.0,100,0.8,0.48
-22.2499,-45.7198,1105268400,2005-01-09T09:00:00,1013,3.2,356,22.2,81,18.8,100,0.0,123,1.2,0.56
-22.2499,-45.7198,1105272000,2005-01-09T10:00:00,1013,3.2,352,22.6,81,19.2,100,0.0,148,2.0,0.58
-22.2499,-45.7198,1105275600,2005-01-09T11:00:00,1013,2.8,348,23.0,82,19.8,61,0.5,748,5.4,0.55
-22.2499,-45.7198,1105279200,2005-01-09T12:00:00,1013,2.4,338,24.1,80,20.4,42,0.0,969,8.3,0.58
-22.2499,-45.7198,1105282800,2005-01-09T13:00:00,1012,2.0,338,26.3,67,19.7,67,0.0,809,6.9,0.77
-22.2499,-45.7198,1105286400,2005-01-09T14:00:00,1010,2.4,344,27.0,65,19.9,86,0.0,448,5.0,0.89
-22.2499,-45.7198,1105290000,2005-01-09T15:00:00,1010,2.0,18,27.4,63,19.7,77,0.0,577,4.7,0.86
-22.2499,-45.7198,1105293600,2005-01-09T16:00:00,1009,2.4,2,27.4,63,19.7,67,2.0,587,3.9,0.93
-22.2499,-45.7198,1105297200,2005-01-09T17:00:00,1009,2.0,312,27.0,62,19.1,77,2.5,346,2.2,0.85
-22.2499,-45.7198,1105300800,2005-01-09T18:00:00,1009,0.0,270,26.7,68,20.3,90,0.0,119,1.1,0.54
-22.2499,-45.7198,1105304400,2005-01-09T19:00:00,1009,0.4,84,25.2,78,21.1,79,0.0,72,1.0,0.52
-22.2499,-45.7198,1105308000,2005-01-09T20:00:00,1009,0.4,100,24.1,80,20.4,66,0.0,0,0.0,0.49
-22.2499,-45.7198,1105311600,2005-01-09T21:00:00,1009,1.2,78,23.0,83,20.0,58,0.0,0,0.0,0.47
